id,loan_amnt,funded_amnt,funded_amnt_inv,term_months,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,last_pymnt_d,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,disbursement_method
1477898,12800,12800,12800,36,21.85,487.85,4,3,132000,2,32018,0,4,0,0,10,0,25061,49.3,38,0,0,13297.5253,13297.53,12800,497.53,0,0,5182020,0,12840.76,19-Feb,0,1,0,0,137200,0,2,2,5,11,22422,83,0,3,11267,61,50800,4,2,2,9,15244,23233,32.7,0,0,145,366,18,11,3,18,11,0,1,3,3,9,13,7,22,3,10,0,0,3,100,33.3,0,174252,47483,34500,27100,1
1477900,10800,10800,10800,36,11.98,358.62,4,2,58000,1,32018,0,7,0,1,6,0,4767,47.7,61,0,0,11244.77322,11244.77,10800,444.77,0,0,7182020,0,10176.1,18-Jul,0,1,0,0,213440,1,4,3,3,4,208673,103,0,0,4455,91,10000,2,0,2,3,35573,2545,63.6,0,0,270,534,63,4,0,71,4,0,1,2,1,6,53,2,8,2,6,0,0,3,100,0,0,205450,213440,7000,195450,1
1477901,25000,25000,25000,60,18.45,640.98,10,1,69000,1,32018,0,2,0,0,13,0,24454,65.9,24,0,0,26400.27526,26400.28,25000,1400.28,0,0,6182020,0,25169.57,18-Sep,0,1,0,0,107978,1,1,0,1,24,4451,44,1,6,7114,61,37100,0,0,0,7,8306,3646,87,0,0,74,138,1,1,2,1,20,0,8,8,10,12,6,11,16,8,13,0,0,1,100,60,0,130424,28905,28100,10159,1
1477902,11200,11200,11200,60,9.92,237.53,10,3,78000,0,32018,0,1,0,1,23,0,1512,1.9,37,0,0,11713.87853,11713.88,11200,513.88,0,0,8182020,0,10769.93,19-Feb,0,1,0,0,264184,3,4,3,5,5,45063,89,3,5,653,36,79500,0,1,1,11,12008,59090,1.8,0,0,134,284,3,3,2,7,6,0,4,5,10,12,12,18,23,5,23,0,0,6,100,0,0,352486,46575,60200,50486,1
1477903,40000,40000,40000,36,6.71,1229.79,0.5,1,170000,0,32018,0,2,0,0,10,0,51959,63.9,50,0,0,41343.10204,41343.1,40000,1343.1,0,0,9182020,0,35209.06,19-Feb,0,1,0,0,806816,1,1,0,0,30,376542,,0,0,18221,64,81300,0,0,2,1,80682,25341,67.2,0,0,159,245,39,5,1,62,5,0,5,5,7,8,39,8,10,5,10,0,0,1,100,28.6,0,815912,428501,77300,354612,1
1477904,4500,4500,4500,36,5.31,135.5,10,1,120000,0,32018,0,5,0,0,16,0,1697,1.6,52,0,0,4594.653802,4594.65,4500,94.65,0,0,8182020,0,4055.31,19-Jan,0,1,0,0,451019,2,2,1,4,7,39160,84,4,4,1437,26,109300,1,7,2,8,28189,69866,2.3,0,0,126,176,5,5,6,5,7,0,2,3,7,14,12,13,34,3,16,0,0,5,100,0,0,590041,40857,71500,46604,1
1477905,20000,20000,20000,36,13.58,679.48,2,2,95000,1,32018,0,1,0,0,14,0,8764,68.5,27,0,0,22119.53617,22119.54,20000,2119.54,0,0,1192020,0,16019.31,19-Feb,0,1,0,0,9233,0,1,2,2,9,469,45,5,11,2019,67,12800,0,0,3,13,660,1763,78.2,0,0,9,221,9,9,0,12,0,8,6,10,8,16,2,13,24,10,14,0,0,7,75,62.5,0,13840,9233,8100,1040,1
1477906,10000,10000,10000,36,10.41,324.61,10,1,115000,1,32018,0,9,1,0,5,0,3902,26,9,0,0,10248.26179,10248.26,10000,248.26,0,0,6182020,0,9604.82,19-Feb,0,1,0,0,309589,2,0,0,0,28,0,,2,4,1337,26,15000,1,2,1,5,61918,11098,26,0,0,41,17,1,1,2,1,10,0,4,4,4,4,3,4,4,4,5,0,0,3,88.9,0,0,325000,3902,15000,0,1
1477907,6000,6000,6000,36,9.43,192.01,5,1,60000,0,32018,0,1,0,0,11,0,7087,43.7,13,0,0,6254.231048,6254.23,6000,254.23,0,0,8182020,0,5489.33,19-Feb,0,1,0,0,155168,0,2,1,1,10,19305,77,0,2,3819,64,16200,0,0,1,3,14106,7896,46.6,0,0,26,77,20,10,1,20,10,0,4,5,6,7,2,8,10,5,11,0,0,1,100,16.7,0,178662,26392,14800,24998,1
1477908,12000,12000,12000,36,19.42,442.43,5,2,30000,1,32018,0,1,0,0,8,0,11353,89.4,11,0,0,13902.65852,13902.66,12000,1902.66,0,0,2192020,0,9504.25,19-Feb,0,1,0,0,96961,0,3,0,1,18,85608,90,0,1,5663,90,12700,1,1,1,2,13852,1347,89.4,0,0,91,87,20,18,0,20,10,0,3,3,4,5,3,5,8,3,8,0,0,0,100,50,0,95646,96961,12700,82946,1
1477909,25000,25000,25000,36,7.34,775.82,10,1,200000,0,32018,0,1,0,1,24,0,21163,15.4,42,0,0,26225.50205,26225.5,25000,1225.5,0,0,12182020,0,20039.33,18-Dec,0,1,0,0,72540,2,2,2,5,3,51377,76,5,5,7813,35,143900,2,0,4,10,3154,116574,14.8,0,0,132,173,2,2,0,2,3,0,8,9,16,23,13,21,29,9,24,0,0,7,100,0,0,211140,72540,135700,67240,1
1477910,9600,9600,9600,36,9.92,309.41,10,1,75000,1,32018,0,8,1,0,7,0,12857,79.9,11,0,0,10209.58938,10209.59,9600,609.59,0,0,12182020,0,8054.3,18-Nov,0,2,0,69,117060,0,1,0,1,13,27678,48,0,1,653,55,16100,2,1,0,2,16723,447,59.4,0,0,125,158,14,13,2,14,13,3,1,2,2,3,5,3,4,2,7,0,0,0,72.7,50,0,210929,40535,1100,58016,1
1477912,2400,2400,2400,36,10.41,77.91,10,1,66000,0,32018,0,7,0,1,4,0,10,0.2,6,0,0,2564.173757,2564.17,2400,164.17,0,0,11182020,0,2021.58,18-Dec,0,2,0,0,175179,1,1,0,1,23,13890,70,2,2,10,58,4300,1,0,3,3,43795,4290,0.2,0,0,132,142,5,5,1,5,5,0,1,1,2,2,2,2,3,1,4,0,0,2,100,0,0,246436,13900,4300,19836,1
1477913,20000,20000,20000,60,16.01,486.47,10,1,80000,0,32018,0,1,0,0,7,0,18742,48.2,29,0,0,22119.7936,22119.79,20000,2119.79,0,0,11182020,0,18750.08,18-Nov,0,2,0,0,173881,0,0,0,2,14,0,,0,0,15687,48,38900,0,13,0,2,24840,0,103.2,0,0,105,202,27,14,1,50,17,0,1,3,1,5,13,6,15,3,7,0,0,0,100,100,0,211300,18742,15200,0,1
1477914,10000,10000,10000,60,17.47,251.06,9,1,124000,0,32018,0,2,0,0,5,0,5973,99.6,12,0,0,11547.06494,11547.06,10000,1547.06,0,0,2192020,0,9041.31,19-Feb,0,1,0,0,334992,0,2,1,3,7,28612,82,1,1,3480,84,6000,3,0,2,4,66998,27,99.6,0,0,155,388,11,7,2,11,7,0,2,2,2,2,7,2,3,2,5,0,0,2,91.7,100,0,381031,34585,6000,35031,1
1477916,40000,40000,40000,60,14.07,932.19,10,1,115000,1,32018,0,5,0,1,10,0,22641,52.8,20,0,0,40828.28,40828.28,40000,781.67,46.61,0,5182020,0,40890.81,18-Dec,0,1,0,0,135827,1,0,0,0,116,0,,2,3,7599,53,42900,0,0,2,3,13583,15546,59.2,0,0,278,372,3,3,5,3,0,0,5,6,6,10,2,9,13,6,10,0,0,2,100,50,0,201550,22641,38100,0,1
1477917,20000,20000,20000,36,10.41,649.21,10,1,81000,1,32018,0,1,0,1,6,0,23675,63.3,8,0,0,21530.50839,21530.51,20000,1530.51,0,0,1192020,0,15710.75,19-Jan,0,1,0,0,175682,1,0,0,0,56,0,,1,2,8431,63,37400,0,2,1,2,29280,6205,69,0,0,56,166,5,5,1,5,5,0,2,4,3,3,1,5,6,4,6,0,0,1,87.5,66.7,0,251900,23675,20000,0,1
1477918,19000,19000,19000,60,15.04,452.41,4,2,48000,2,32018,0,1,0,1,2,0,7884,39.6,10,0,0,19665.52088,19665.52,19000,665.52,0,0,7182020,0,1532.41,19-Jan,0,1,0,0,16591,0,1,1,2,7,8707,73,1,2,7884,52,19900,2,0,2,4,8296,12016,39.6,0,0,67,120,8,7,1,8,1,0,1,1,1,6,3,1,6,1,2,0,0,2,100,0,0,31900,16591,19900,12000,1
1477919,21000,21000,20975,36,16.01,738.41,10,1,125000,1,32018,0,1,0,1,18,0,35698,96.7,45,0,0,21757.95596,21732.05,21000,757.96,0,0,5182020,0,21056.91,19-Jan,0,1,0,0,239883,1,8,1,2,8,40632,59,2,4,12750,74,36900,3,0,2,6,14111,235,99,0,0,275,202,4,4,2,4,4,1,5,8,5,13,18,9,25,8,18,0,0,3,97.8,100,0,330236,76330,23300,107503,1
1477920,7500,7500,7500,36,9.92,241.73,5,2,58000,0,32018,0,2,1,0,12,0,8023,34.7,18,0,0,7930.749556,7930.75,7500,430.75,0,0,10182020,0,6484.5,18-Nov,0,1,0,0,42455,0,2,1,1,10,34432,58,1,2,2588,51,23100,1,2,1,3,3538,11652,38,0,0,134,152,10,10,0,16,10,0,6,8,6,7,5,10,13,8,12,0,0,2,94.4,0,0,82875,42455,18800,59775,1
1477922,25000,25000,25000,60,18.45,640.98,1,1,62000,2,32018,0,1,0,1,27,0,7660,9.7,40,0,0,27672.85128,27672.85,25000,2672.85,0,0,10182020,0,23878.22,19-Feb,0,1,0,1295,207059,4,3,2,3,1,51710,86,6,11,2397,43,79100,0,0,5,18,7669,48248,11.3,0,0,187,125,2,1,5,2,0,2,8,12,13,18,5,22,30,12,27,0,0,8,95,0,0,291938,59370,54400,59855,1
1477923,30000,30000,30000,36,5.31,903.31,10,1,112000,1,32018,0,1,0,1,15,0,2987,1.8,27,0,0,31011.54518,31011.55,30000,1011.55,0,0,12182020,0,94.18,19-Feb,0,1,0,0,379198,1,1,1,2,5,39062,65,0,2,1257,11,169000,1,5,2,5,25280,142110,1.9,0,0,119,219,13,5,5,13,1,0,4,5,9,10,6,12,16,5,15,0,0,1,100,0,0,608782,42049,144800,80082,1
1477924,5000,5000,5000,36,12.61,167.54,5,1,85000,0,32018,0,1,1,1,8,0,6383,38.9,35,0,0,5441.876027,5441.88,5000,441.88,0,0,12182020,0,4108.57,18-Dec,0,1,0,0,316363,3,2,0,2,14,27165,67,2,2,3459,59,16400,3,0,5,6,39545,4879,55.6,1,0,117,152,3,3,4,4,3,1,2,3,2,7,18,5,12,3,8,0,1,3,85.7,50,0,341218,33548,11000,40743,1
1477925,5000,5000,5000,36,6.71,153.73,2,1,60000,0,32018,0,1,0,0,14,0,5918,18.2,35,0,0,5220.02197,5220.02,5000,220.02,0,0,11182020,0,4147.64,18-Dec,0,1,0,0,284885,2,4,1,1,10,18189,46,2,2,0,34,32500,0,0,1,4,20349,7000,0,0,0,139,238,1,1,4,194,12,0,0,3,2,6,9,8,22,3,14,0,0,4,94.3,0,0,362193,24107,7000,39406,1
1477926,8000,8000,8000,36,21.85,304.91,9,1,44000,2,32018,0,1,0,0,10,1,11093,44,21,0,0,8388.116586,8388.12,8000,388.12,0,0,8182020,0,2187.9,19-Feb,0,1,0,0,182977,0,2,1,4,11,26335,83,0,1,3976,66,25200,2,0,1,5,18298,11889,46.4,0,0,48,173,19,11,3,19,11,0,3,4,4,4,10,6,8,4,10,0,0,1,100,0,1,207507,37428,22200,31907,1
1477927,24000,24000,24000,36,9.43,768.01,1,2,73800,1,32018,0,1,0,0,12,0,11493,22.2,15,0,0,24575.35171,24575.35,24000,575.35,0,0,12182020,0,3956.42,19-Feb,0,1,0,0,31965,0,3,2,3,7,20472,65,1,4,3000,38,51800,0,0,0,7,2664,32769,18.7,0,0,27,62,8,7,0,19,,0,6,8,6,8,4,9,11,8,12,0,0,3,100,0,0,83434,31965,40300,31634,1
1477928,20000,20000,20000,60,12.61,451.08,10,1,120000,2,32018,0,1,0,1,13,0,33253,67,25,0,0,21128.72315,21128.72,20000,1128.72,0,0,8182020,0,19352.42,18-Sep,0,1,0,0,282924,1,2,1,1,10,31830,73,3,3,9530,67,49650,0,3,2,4,21763,5050,90,0,0,158,259,6,6,1,6,6,0,5,9,6,7,10,9,13,7,13,0,0,4,92,80,0,321855,70724,25250,43676,1
1477929,3000,3000,3000,36,9.43,96.01,9,1,30000,2,32018,0,3,0,1,6,0,3827,18.4,17,0,0,3190.520272,3190.52,3000,190.52,0,0,12182020,0,2423.22,19-Feb,0,1,0,210,3827,1,0,0,0,43,0,,1,2,3490,18,20800,0,0,3,2,638,7573,33.6,0,0,69,104,2,2,0,2,2,0,2,2,4,4,4,6,13,2,6,0,0,1,100,0,0,20800,3827,11400,0,1
1477930,20000,20000,20000,36,9.92,644.6,10,3,80000,1,32018,0,1,0,0,2,0,6119,69.5,5,0,0,20240.11617,20240.12,20000,240.12,0,0,4182020,0,20262.16,18-May,0,1,0,0,7167,0,1,0,0,47,1048,34,0,0,6119,60,8800,0,1,0,0,3584,2681,69.5,0,0,133,127,50,47,0,127,,0,1,1,1,1,3,1,2,1,2,0,0,0,100,0,0,11884,7167,8800,3084,1
1477931,10000,10000,10000,36,7.34,310.33,10,2,82000,0,32018,0,1,0,0,4,1,8247,51.2,23,0,0,10454.21059,10454.21,10000,454.21,0,0,11182020,0,8290.06,19-Feb,0,1,0,0,8247,0,0,0,0,44,0,,1,2,6248,51,16100,1,1,0,2,2062,3039,72.6,0,0,128,88,10,10,1,10,22,0,2,3,3,10,5,4,17,3,4,0,0,1,100,66.7,1,16100,8247,11100,0,1
1477932,24000,24000,24000,60,12.61,541.3,4,2,50000,2,32018,0,1,0,1,21,0,2339,8.1,34,0,0,25843.6937,25843.69,24000,1843.69,0,0,10182020,0,22629.52,19-Feb,0,1,0,0,91620,1,15,4,6,2,89281,89,1,6,2339,71,28800,1,2,2,13,4581,17461,11.8,0,0,152,86,9,2,0,9,2,0,1,1,3,9,19,5,11,1,21,0,0,5,100,0,0,128800,91620,19800,100000,1
1477934,25000,25000,25000,60,15.04,595.28,10,1,90000,0,32018,0,1,0,0,33,0,49943,22,70,0,0,25847.21906,25847.22,25000,847.22,0,0,5182020,0,25272.83,18-Dec,0,1,0,0,417874,2,1,1,1,7,21852,87,3,8,12007,27,234000,1,0,1,10,13929,92926,29.7,0,0,153,452,4,4,4,11,7,0,7,13,15,31,3,30,62,13,33,0,0,5,98.6,0,0,621066,71795,132200,25000,1
1477935,10000,10000,10000,36,5.31,301.11,2,3,95000,1,32018,0,1,0,0,7,0,646,1.1,46,0,0,10297.07086,10297.07,10000,297.07,0,0,1192020,0,17.26,19-Jan,0,1,0,0,372903,3,1,2,5,3,53244,,2,2,0,1,61200,2,20,7,8,53272,,,0,0,126,127,4,3,5,,3,0,0,2,0,4,28,5,13,2,7,0,0,5,100,,0,437819,53890,0,54323,1
1477936,15000,15000,15000,36,10.41,486.91,10,1,164000,1,32018,0,1,0,1,10,0,25787,86.5,26,0,0,15005.42188,15005.42,15000,5.42,0,0,3182020,0,15022.77,18-Aug,0,1,0,0,448013,1,1,0,0,26,17825,70,1,1,7029,79,29800,0,1,2,2,44801,2766,89.7,0,0,160,190,2,2,4,37,2,0,6,8,6,13,6,8,16,8,10,0,0,1,96.2,83.3,0,471300,43612,26800,25500,1
1477937,5600,5600,5600,36,16.01,196.91,6,2,65000,1,32018,0,1,0,0,9,0,563,18.8,18,0,0,5815.207109,5815.21,5600,215.21,0,0,7182020,0,2481.92,18-Aug,0,1,0,0,40627,2,5,2,2,5,40064,118,2,3,1,110,3000,1,3,3,5,4514,299,0.3,0,0,102,202,7,5,0,73,2,1,1,2,1,2,11,4,7,2,9,0,0,4,93.8,0,0,37000,40627,300,34000,1
1477938,20000,20000,20000,60,9.43,419.36,10,1,68000,0,32018,0,5,0,0,19,0,11952,16.9,39,0,0,20972.72489,20972.72,20000,972.72,0,0,9182020,0,18896.88,18-Dec,0,2,0,0,65445,1,3,2,4,7,53493,77,3,5,1400,47,70800,1,0,4,9,3636,30600,6.7,0,0,82,225,3,3,1,12,7,0,2,6,8,10,16,16,22,6,19,0,0,5,100,0,0,139948,65445,32800,69148,1
1477939,10000,10000,10000,36,10.41,324.61,5,3,10000,1,32018,0,6,1,1,9,0,39,0.2,15,0,0,10373.22063,10373.22,10000,373.22,0,0,10182020,0,3387.13,18-Oct,0,1,0,0,17683,1,2,1,1,2,17644,110,1,2,0,40,20800,0,0,2,3,1965,15300,0,0,0,436,133,10,2,0,22,1,1,0,1,3,8,2,6,12,1,9,0,1,2,93.3,0,0,44250,17683,15300,16000,1
1477940,24000,24000,24000,60,20.39,641.08,4,2,45000,1,32018,0,8,0,0,7,0,7290,53.2,11,0,0,24017.67467,24017.67,24000,17.67,0,0,3182020,0,24072.04,19-Feb,0,1,0,0,24148,1,2,1,4,7,16858,81,1,4,4013,70,13700,1,0,0,8,3450,5110,58.8,0,0,40,40,5,5,0,5,16,0,3,3,4,4,5,5,6,3,7,0,0,2,100,50,0,34593,24148,12400,20893,1
1477942,6000,6000,6000,36,11.98,199.23,10,1,109000,0,32018,0,1,1,1,25,0,19807,38.9,35,0,0,6403.217429,6403.22,6000,403.22,0,0,10182020,0,5215.83,19-Feb,1,1,0,1025,239565,2,8,1,1,9,219758,54,3,4,4869,46,50900,1,0,3,5,9982,21698,44.4,0,0,335,160,3,3,0,3,3,2,6,10,8,11,11,17,23,10,25,0,0,4,91.4,62.5,0,266224,239565,39000,215324,1
1477943,20000,20000,20000,60,13.58,461.03,0,2,68122.8,0,32018,0,1,0,0,11,0,5928,20.6,23,0,0,21365.44589,21365.45,20000,1365.45,0,0,9182020,0,19075.39,19-Jan,0,1,0,0,21246,1,2,0,0,29,15318,50,1,5,2760,36,28800,1,0,0,5,1931,14115,21.6,0,0,105,160,0,0,1,17,13,1,3,5,6,11,4,9,18,5,11,0,0,1,95.7,16.7,0,59757,21246,18000,30957,1
1477944,20000,20000,19975,36,14.07,684.24,0.5,2,50820,0,32018,0,1,0,3,8,1,14734,35.7,14,0,0,21414.57778,21387.81,20000,1414.58,0,0,9182020,0,18087.18,18-Oct,0,1,0,0,56476,0,2,0,0,30,41742,75,1,2,12856,58,41300,2,0,7,2,7060,26566,35.7,0,0,63,88,11,11,0,11,5,0,4,4,6,9,4,6,10,4,8,0,0,1,92.9,0,1,97336,56476,41300,56036,1
1477945,12000,12000,11975,36,19.42,442.43,10,2,46000,1,32018,0,2,0,1,7,0,17174,58,28,0,0,12703.0953,12676.63,12000,703.1,0,0,6182020,0,11831.19,18-Jul,0,1,0,0,17174,0,0,0,0,26,0,,5,9,5171,58,29600,0,1,4,9,2453,543,96.5,0,0,127,238,8,8,3,8,1,0,3,5,3,7,6,7,19,5,7,0,0,5,100,100,0,29600,17174,15500,0,1
1477946,10250,10250,10250,36,6.07,312.16,10,2,50070,1,32018,0,1,0,0,10,1,10505,42.7,18,0,0,10279.38354,10279.38,10250,29.38,0,0,4182020,0,10286.29,18-Apr,0,1,0,0,24794,1,1,0,1,21,14289,77,3,4,6227,57,24600,0,0,0,5,2479,3485,74,0,0,185,41,3,3,0,9,13,0,3,4,3,3,9,9,9,4,10,0,0,3,94.4,33.3,1,43282,24794,13400,18682,0
1477947,6500,6500,6500,36,21.45,246.4,10,2,75000,0,32018,0,8,1,0,4,0,2213,14.9,8,0,0,7489.654348,7489.65,6500,989.65,0,0,12182020,0,5533.94,18-Dec,0,1,0,0,2213,1,0,0,0,35,0,,1,1,0,15,14900,0,1,0,1,553,7200,0,0,0,98,118,3,3,0,118,,0,0,2,1,2,2,4,6,2,4,0,0,1,87.5,0,0,14900,2213,7200,0,1
1477948,12000,12000,12000,60,9.92,254.5,3,3,75000,0,32018,0,1,0,1,13,0,8248,17.4,34,0,0,12942.60588,12942.61,12000,942.61,0,0,1192020,0,10665.34,19-Jan,0,1,0,164,371101,1,1,0,2,22,19555,63,1,1,1864,35,47300,0,1,5,4,30925,33911,13,0,0,105,136,5,5,3,25,2,0,3,7,5,8,9,11,22,7,13,0,0,2,94.1,0,0,424974,27803,39000,31264,1
1477949,5000,5000,5000,36,13.58,169.87,2,2,40000,0,32018,0,2,0,0,6,0,4669,46.2,9,0,0,5281.069687,5281.07,5000,281.07,0,0,8182020,0,4109.13,18-Sep,0,1,0,0,15959,1,1,1,1,5,11290,96,1,5,2695,73,10100,1,0,2,6,2660,4331,51.9,0,0,31,42,12,5,0,13,5,0,2,2,3,4,2,5,7,2,6,0,0,2,100,33.3,0,21884,15959,9000,11784,1
1477950,28000,28000,28000,36,5.31,843.09,10,1,75000,0,32018,0,1,0,1,10,0,12120,12.9,18,0,0,28193.70445,28193.7,28000,193.7,0,0,7182020,0,480.95,18-Oct,0,1,0,0,232382,2,2,1,1,5,28552,58,0,1,6622,28,94100,1,1,3,3,23238,63011,11.5,0,0,80,201,24,5,5,73,5,0,4,5,4,7,3,7,10,5,10,0,0,2,100,0,0,340564,40672,71200,49554,1
1477951,4000,4000,4000,36,7.34,124.14,4,2,51170.22,1,32018,0,10,0,0,4,0,6215,15.9,6,0,0,4037.906565,4037.91,4000,37.91,0,0,4182020,0,4041.17,18-May,0,1,0,216,6215,0,0,0,0,,0,,0,0,3889,16,39000,0,0,0,0,1554,32785,15.9,0,0,,144,29,29,0,29,,0,2,2,4,4,0,4,6,2,4,0,0,0,100,0,0,39000,6215,39000,0,1
1477953,20000,20000,20000,36,6.71,614.9,4,2,125000,0,32018,0,6,0,0,16,1,22639,31.5,30,0,0,20442.27889,20442.28,20000,442.28,0,0,7182020,0,18612.49,19-Feb,0,2,0,0,93982,1,3,1,3,3,71343,92,0,0,13491,47,71900,3,1,3,3,6265,35681,37.9,0,0,101,115,25,3,3,25,3,0,6,7,6,10,7,13,20,7,16,0,0,1,100,16.7,1,159930,93982,57500,88030,1
1477955,23000,23000,23000,36,11.98,763.71,2,1,95000,1,32018,0,1,0,0,13,0,21738,74.2,16,0,0,24501.07335,24501.07,23000,1501.07,0,0,10182020,0,19949.43,18-Oct,0,1,0,0,277663,0,6,0,1,18,255925,65,0,0,5417,68,29300,1,0,3,1,21359,7062,75.5,0,0,86,131,38,18,0,38,1,0,6,6,6,6,8,7,8,6,13,0,0,0,100,66.7,0,261577,277663,28800,232277,1
1477956,4000,4000,4000,36,11.98,132.82,3,2,37000,0,32018,0,1,0,0,9,0,4495,53.5,9,0,0,4172.936692,4172.94,4000,172.94,0,0,7182020,0,3639.8,19-Feb,0,1,0,0,14178,1,5,0,0,38,9683,61,3,4,1901,58,8400,0,0,1,4,1575,230,94.3,0,0,55,20,5,5,0,5,8,0,2,3,2,2,5,4,4,3,9,0,0,3,100,100,0,24319,14178,4000,15919,1
1477957,7800,7800,7800,36,23.87,305.49,10,2,25000,1,32018,0,1,0,1,8,0,17129,33.5,17,0,0,8051.124516,8051.12,7800,251.12,0,0,4182020,0,8071.81,18-May,0,1,0,0,21813,2,1,1,1,4,4684,94,3,3,1524,39,51200,0,7,1,4,2727,29179,8,0,0,133,112,6,4,0,12,0,0,2,4,5,5,8,7,9,4,8,0,0,4,100,0,0,56200,21813,31700,5000,1
1477958,8500,8500,8500,36,6.71,261.33,5,1,45000,2,32018,0,1,0,0,12,0,3840,6.9,23,0,0,8852.634222,8852.63,8500,352.63,0,0,11182020,0,7029.66,18-Nov,0,1,0,0,154830,0,2,0,0,26,21284,51,0,2,1392,26,55400,0,1,0,2,12903,37898,8,0,0,140,255,16,16,1,16,,0,3,5,5,10,6,9,16,5,12,0,0,0,100,0,0,237076,25124,41200,41676,1
1477959,3025,3025,3025,36,6.07,92.13,0.5,2,150000,1,32018,0,10,0,0,3,0,5431,11,3,0,0,3147.689485,3147.69,3025,122.69,0,0,12182020,0,2412.69,18-Mar,0,1,0,0,5431,0,0,0,0,,0,,0,1,3601,11,49500,0,0,0,1,1810,44069,11,0,0,,137,17,17,0,17,,0,3,3,3,3,0,3,3,3,3,0,0,0,100,0,0,49500,5431,49500,0,1
1477961,12000,12000,12000,60,16.01,291.89,5,1,85000,0,32018,0,2,9,0,11,0,7342,91.8,20,0,0,12766.36655,12766.37,12000,766.37,0,0,8182020,0,11620.16,19-Jan,0,1,0,118,208551,2,6,2,3,6,38465,63,0,0,3283,66,8000,1,2,2,3,20855,658,91.8,0,0,222,187,57,6,2,57,7,6,3,3,3,3,14,4,4,3,11,0,6,2,50,100,0,241012,45807,8000,61176,1
1477962,1675,1675,1675,36,10.9,54.76,6,3,23000,1,32018,0,1,0,3,10,0,698,3.4,12,0,0,1731.47174,1731.47,1675,56.47,0,0,10182020,0,263.74,19-Feb,0,1,0,0,698,1,0,0,0,,0,,5,6,698,3,20800,4,0,5,6,70,10302,6.3,0,0,,38,3,3,0,3,3,0,1,1,6,8,0,10,12,1,10,0,0,5,100,0,0,20800,698,11000,0,1
1477963,25000,25000,25000,60,14.07,582.62,3,1,112000,1,32018,0,1,0,1,6,0,20961,55,13,0,0,27957.57246,27957.57,25000,2957.57,0,0,1192020,0,22753.07,19-Feb,0,1,0,0,30531,0,1,0,1,13,9570,76,1,3,14681,55,37850,0,0,3,4,5088,8338,63,0,0,91,80,9,9,0,9,2,0,4,5,4,4,6,5,7,4,6,0,0,1,100,50,0,50383,30531,33350,12533,1
1477964,18000,18000,18000,36,10.41,584.29,1,2,42000,0,32018,0,1,0,0,5,0,19311,86,7,0,0,19459.72157,19459.72,18000,1459.72,0,0,1192020,0,14221.93,19-Feb,0,1,0,0,20200,0,1,0,0,21,889,38,0,0,16854,86,22500,0,0,0,1,4040,9750,99,0,0,65,106,30,18,0,43,,0,2,3,2,2,2,3,4,2,5,0,0,0,100,100,0,24821,20200,19500,2321,1
1477965,35000,35000,35000,36,14.07,1197.41,0.5,3,245000,1,32018,0,2,0,0,12,1,55252,68.7,23,0,0,36555.83195,36555.83,35000,1555.83,0,0,7182020,0,33018.32,18-Jul,0,1,0,0,333288,3,2,1,4,12,49468,89,2,2,5019,75,66800,0,4,6,7,27774,3062,79,0,0,89,90,3,3,2,3,7,0,4,5,6,6,11,9,10,5,12,0,0,4,95.7,66.7,1,355688,104720,14600,58145,1
1477966,20000,20000,20000,36,7.34,620.66,0.5,1,10000,0,32018,0,1,0,0,10,0,2888,9.9,12,0,0,20071.59148,20071.59,20000,71.59,0,0,8182020,0,605.26,18-Mar,0,2,0,0,306587,3,2,0,2,21,30161,75,1,4,2877,48,29100,2,0,3,8,30659,17123,14.4,0,0,21,41,2,2,2,20,6,0,1,2,3,3,2,7,7,2,10,0,0,3,100,0,0,343601,33049,20000,40223,1
